"name","lat","lon","address","source","cat"
"The Albion","-36.8495882","174.7606794","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Danny Doolan's","-36.8426509","174.7637436","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Rialto Newmarket","-36.8683617","174.7775985","Newmarket Auckland 1023 New Zealand","osm","activities"
"The Claddagh","-36.8722313","174.7772958","Newmarket Auckland 1023 New Zealand","osm","bar"
"Jax Munster Inn","-36.8506597","174.7643444","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Globe Bar","-36.8496001","174.7644251","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Loaded Hog","-36.8431068","174.7634056","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Fox's","-36.8433408","174.7633464","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Auckland Central Library","-36.8517246","174.7653992","Auckland Central Auckland 1010 New Zealand","osm","education"
"Event Cinemas","-36.8661991","174.7783286","Newmarket Auckland 1023 New Zealand","osm","activities"
"The Empire","-36.8474612","174.7598806","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Westpac Dominion Road","-36.8750629","174.7515416","Mount Eden Auckland 1024 New Zealand","osm","money"
"Central Auckland Police Station","-36.852036","174.7603682","Auckland Central Auckland 1010 New Zealand","osm","government"
"Mobil","-36.8740587","174.741813","Mount Eden Auckland 1024 New Zealand","osm","car"
"Gull","-36.8706483","174.7485282","Kingsland Auckland 1021 New Zealand","osm","car"
"ANZ","-36.8760793","174.7508298","Mount Eden Auckland 1024 New Zealand","osm","money"
"The King's Arms","-36.8613634","174.7578395","Eden Terrace Auckland 1021 New Zealand","osm","bar"
"De Post","-36.8824375","174.7623112","Mount Eden Auckland 1024 New Zealand","osm","bar"
"Parnell Library","-36.863294","174.7800547","Parnell Auckland 1052 New Zealand","osm","education"
"Face Television","-36.8634515","174.7367472","Grey Lynn Auckland 1021 New Zealand","osm","delete"
"The Sprig and Fern","-36.8486186","174.7558348","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Fiddler","-36.8482271","174.7629931","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Cafe Della Piazza","-36.8464595","174.7615393","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"The Strand Tavern","-36.851195","174.7754699","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Mo's","-36.8449243","174.7639356","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Father Ted's","-36.8506029","174.764164","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Shadows","-36.8521963","174.7686186","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Bluestone Room","-36.8476285","174.7647051","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Deschlers","-36.8474709","174.766505","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Rakinos","-36.8477319","174.7663956","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Crow Bar","-36.8471893","174.764739","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Shakepeare's Tavern","-36.8466908","174.7640745","Auckland Central Auckland 1010 New Zealand","osm","bar"
"QF Tavern","-36.8468658","174.7657817","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Queensferry Tavern","-36.8470596","174.7665237","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Occidental","-36.8469901","174.7662754","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Vulture's Lane","-36.8470128","174.7663922","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Brooklyn","-36.8518185","174.7642669","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Playhouse","-36.8517086","174.7634687","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Canoe Bar","-36.8489133","174.7616749","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Margheritas","-36.8496894","174.764121","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Station","-36.8490297","174.773737","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"The Waterfront","-36.8421767","174.7636575","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Degree","-36.8425617","174.7635157","Auckland Central Auckland 1010 New Zealand","osm","bar"
"O' Hagan's","-36.8431162","174.7621555","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Jokers","-36.8454447","174.7675886","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Brewery Britomart","-36.8455533","174.7689513","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Boogie Wonderland","-36.844435","174.7670393","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Muddy Farmer","-36.846374","174.761989","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Tony's","-36.85055","174.7657656","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Tony's","-36.8503714","174.7633281","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"ANZ","-36.8500081","174.7650348","Auckland Central Auckland 1010 New Zealand","osm","money"
"Westpac","-36.849822","174.7648558","Auckland Central Auckland 1010 New Zealand","osm","money"
"Code","-36.8466144","174.7667441","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Corner Bar","-36.8466625","174.7670016","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Dominion","-36.8758909","174.7512127","Mount Eden Auckland 1024 New Zealand","osm","bar"
"Yum Cha","-36.8452459","174.7708843","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Revive","-36.8506473","174.7653453","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Revive","-36.8458652","174.7672249","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"ANZ","-36.8491502","174.7650617","Auckland Central Auckland 1010 New Zealand","osm","money"
"ANZ","-36.8488141","174.7651897","Auckland Central Auckland 1010 New Zealand","osm","money"
"Victoria Street Bistro","-36.8474486","174.7604337","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Devils Square","-36.8554842","174.7752113","Parnell Auckland 1010 New Zealand","osm","car"
"The Wintergarden Pavillion","-36.859602","174.7738947","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Hell Pizza","-36.8627702","174.7615868","Grafton Auckland 1023 New Zealand","osm","restaurant"
"KFC","-36.8476396","174.7800576","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"McDonald's","-36.8475056","174.7796995","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Pizza Hut","-36.847633","174.780259","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Hell Pizza","-36.847868","174.7811213","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Birdcage Tavern","-36.8485873","174.752974","Freemans Bay Auckland 1011 New Zealand","osm","bar"
"Malt","-36.8587795","174.7313101","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"The Dog's Bollix Pub (BTC ATM)","-36.8599089","174.7531083","Auckland Central Auckland 1010 New Zealand","osm","money"
"Family","-36.8578046","174.7586636","Auckland Central Auckland 1010 New Zealand","osm","activities"
"The Cavalier","-36.8480581","174.7466291","Freemans Bay Auckland 1011 New Zealand","osm","bar"
"Tournament Parking","-36.8609058","174.759601","Eden Terrace Auckland 1021 New Zealand","osm","car"
"The Little Cake Kitchen","-36.860947","174.7601417","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Sweat Shop","-36.8491554","174.756525","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Harry's Place","-36.8590832","174.7827591","Parnell Auckland 1052 New Zealand","osm","bar"
"Mobil","-36.859232","174.7528916","Freemans Bay Auckland 1011 New Zealand","osm","car"
"Benediction","-36.8625475","174.7602244","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Avis Auckland Downtown","-36.8463232","174.760517","Auckland Central Auckland 1010 New Zealand","osm","car"
"Windsor Castle","-36.8535279","174.7794421","Parnell Auckland 1052 New Zealand","osm","bar"
"Juice Bar","-36.8537098","174.7795369","Parnell Auckland 1052 New Zealand","osm","bar"
"Pearl Garden Restaurant","-36.8692638","174.7772408","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Portofino","-36.8433261","174.7628007","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Mecca","-36.8434076","174.7630044","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Soul Bar and Bistro","-36.8434333","174.7631439","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Provedor","-36.8423001","174.7650376","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Andrew Andrew","-36.8422528","174.7646085","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Lenin","-36.8421283","174.7647587","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Mexicali","-36.8421455","174.7649733","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Mamata Bakery","-36.8586363","174.7302193","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"The Little Grocer","-36.8556336","174.7298095","Westmere Auckland 1022 New Zealand","osm","cafe"
"Newmarket Police Station","-36.8711406","174.7793304","Remuera Auckland 1050 New Zealand","osm","government"
"Tabac","-36.8455778","174.7658091","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Toast Cafe","-36.8448383","174.7578505","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Z","-36.8446844","174.7735219","Auckland Central Auckland 1010 New Zealand","osm","car"
"Grey Lynn Library","-36.8673212","174.7388822","Grey Lynn Auckland 1021 New Zealand","osm","education"
"Kermadec","-36.8428165","174.7635404","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Epsom Anaesthetic Group","-36.8735414","174.7828047","Remuera Auckland 1050 New Zealand","osm","medical"
"BP","-36.8671918","174.7750447","Newmarket Auckland 1023 New Zealand","osm","car"
"Pizza Pizza","-36.8517369","174.7642966","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"White Cross Medical Centre","-36.8535586","174.7452973","Ponsonby Auckland 1011 New Zealand","osm","medical"
"Bank of New Zealand","-36.8773923","174.7503749","Mount Eden Auckland 1024 New Zealand","osm","money"
"Handmade Burgers","-36.8717022","174.7452803","Kingsland Auckland 1021 New Zealand","osm","restaurant"
"Symonds Street Dental","-36.8571131","174.7646126","Grafton Auckland 1023 New Zealand","osm","medical"
"Agnes Curran","-36.8535329","174.7457684","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Caltex","-36.8741803","174.7775535","Epsom Auckland 1023 New Zealand","osm","car"
"ASB","-36.8465735","174.7626879","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8490498","174.7661096","Auckland Central Auckland 1010 New Zealand","osm","money"
"Saint Patrick's Medical and Dental","-36.8467241","174.7637889","Auckland Central Auckland 1010 New Zealand","osm","medical"
"ANZ","-36.857892","174.7576422","Auckland Central Auckland 1010 New Zealand","osm","money"
"Bank of New Zealand","-36.8586533","174.7541785","Auckland Central Auckland 1010 New Zealand","osm","money"
"Bank of New Zealand","-36.8576094","174.7576645","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.857444","174.7483407","Grey Lynn Auckland 1021 New Zealand","osm","money"
"ASB","-36.8580871","174.761532","Auckland Central Auckland 1010 New Zealand","osm","money"
"KFC","-36.8521537","174.7448482","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Westpac","-36.8577691","174.7587942","Auckland Central Auckland 1010 New Zealand","osm","money"
"Sitting Duck Cafe","-36.8353777","174.7433471","Westhaven Auckland 1011 New Zealand","osm","cafe"
"Sails Restaurant","-36.8390261","174.7432756","St Marys Bay Auckland 1011 New Zealand","osm","restaurant"
"Westpac","-36.854722","174.745807","Ponsonby Auckland 1011 New Zealand","osm","money"
"ANZ","-36.8580302","174.7609565","Auckland Central Auckland 1010 New Zealand","osm","money"
"Quickcash","-36.8577849","174.7579899","Auckland Central Auckland 1010 New Zealand","osm","money"
"Bank of New Zealand","-36.8577737","174.7609152","Auckland Central Auckland 1010 New Zealand","osm","money"
"Z","-36.8629924","174.757877","Eden Terrace Auckland 1021 New Zealand","osm","car"
"Westpac","-36.8452972","174.7662372","Auckland Central Auckland 1010 New Zealand","osm","money"
"ANZ","-36.8453694","174.7647435","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8570656","174.7652211","Grafton Auckland 1023 New Zealand","osm","money"
"National Bank","-36.845043","174.7663267","Auckland Central Auckland 1010 New Zealand","osm","money"
"Westpac","-36.8457572","174.7663937","Auckland Central Auckland 1010 New Zealand","osm","money"
"Billfish Cafe","-36.8422905","174.7505507","St Marys Bay Auckland 1011 New Zealand","osm","cafe"
"Swashbucklers","-36.8438872","174.7517677","Auckland Central Auckland 1010 New Zealand","osm","bar"
"ANZ","-36.8636339","174.7608184","Eden Terrace Auckland 1021 New Zealand","osm","money"
"ASB","-36.8442366","174.7662676","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8483379","174.7626518","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8501532","174.7621733","Auckland Central Auckland 1010 New Zealand","osm","money"
"Myers Kindergarten","-36.8555217","174.7615939","Auckland Central Auckland 1010 New Zealand","osm","education"
"BNZ","-36.8469618","174.7661003","Auckland Central Auckland 1010 New Zealand","osm","money"
"National Bank","-36.8471039","174.7660099","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8422693","174.7633072","Auckland Central Auckland 1010 New Zealand","osm","money"
"Olli Onda Cafe","-36.8681057","174.7514519","Kingsland Auckland 1021 New Zealand","osm","cafe"
"BNZ","-36.8459796","174.7664425","Auckland Central Auckland 1010 New Zealand","osm","money"
"Westpac","-36.84588","174.7698494","Auckland Central Auckland 1010 New Zealand","osm","money"
"Verona Bar and Restaurant","-36.8577552","174.7604285","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Countdown","-36.8706456","174.7763303","Newmarket Auckland 1023 New Zealand","osm","grocery"
"Westpac","-36.8655652","174.7377372","Grey Lynn Auckland 1021 New Zealand","osm","money"
"Fu Bar","-36.8451655","174.7646604","Auckland Central Auckland 1010 New Zealand","osm","bar"
"TSB Bank","-36.8506747","174.7646895","Auckland Central Auckland 1010 New Zealand","osm","money"
"Caltex","-36.8680932","174.7284737","Western Springs Auckland 1022 New Zealand","osm","car"
"Oh!So","-36.8600357","174.7484199","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Auckland Fish Market","-36.8410267","174.756546","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Speights Ale House","-36.8463746","174.7335349","Ponsonby Auckland 1011 New Zealand","osm","bar"
"The Italian Job","-36.8459621","174.7339098","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Erawan Thai Restaurant","-36.8455854","174.7348931","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Headquarters Restaurant  and Bar","-36.8430216","174.7536611","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Botswana Butchery","-36.8430091","174.7667615","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Charlie's","-36.8580852","174.7570722","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Recycled Boutique","-36.84943","174.7646669","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Elliot St car park","-36.8490658","174.7640713","Auckland Central Auckland 1010 New Zealand","osm","car"
"Betsia Kebabs","-36.8631885","174.7609606","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"The Paddington","-36.8505721","174.7823592","Parnell Auckland 1052 New Zealand","osm","bar"
"Event Cinemas Queen Street","-36.8516408","174.7638181","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Burger King","-36.8517656","174.7638327","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Bishop's Residence","-36.8453947","174.7475329","St Marys Bay Auckland 1011 New Zealand","osm","religion"
"Leys Institute","-36.8466202","174.744669","St Marys Bay Auckland 1011 New Zealand","osm","education"
"Kingslander","-36.8722724","174.7443291","Kingsland Auckland 1021 New Zealand","osm","bar"
"Sausalito","-36.8178497","174.7451471","Northcote Point Auckland 0627 New Zealand","osm","restaurant"
"The Bridgeway","-36.8179699","174.745162","Northcote Point Auckland 0627 New Zealand","osm","activities"
"Epsom Medical Centre","-36.8796482","174.782961","Epsom Auckland 1023 New Zealand","osm","medical"
"McDonalds","-36.8619557","174.7503678","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Cairnhill Health Centre","-36.8729314","174.7685218","Epsom Auckland 1023 New Zealand","osm","medical"
"Peel to Pip","-36.8737042","174.7362519","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Burger Fuel","-36.8572933","174.747988","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"One2One","-36.8556208","174.7465344","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Thai House","-36.8575309","174.7491026","Freemans Bay Auckland 1011 New Zealand","osm","restaurant"
"Tanuki","-36.8536161","174.763151","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Thai Me Up","-36.8516172","174.7446886","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Snatch","-36.8538284","174.7457975","Ponsonby Auckland 1011 New Zealand","osm","bar"
"GPK","-36.8507208","174.744347","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Ponsonby Road Bistro","-36.854373","174.7460604","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Subway","-36.8558483","174.7466178","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Saffron","-36.8574322","174.7489337","Freemans Bay Auckland 1011 New Zealand","osm","restaurant"
"Nishiki","-36.8523296","174.7514162","Freemans Bay Auckland 1011 New Zealand","osm","bar"
"Prego","-36.8526609","174.7449821","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Troys","-36.854476","174.7461073","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Freemans Bay Pharmacy","-36.85235","174.7511774","Freemans Bay Auckland 1011 New Zealand","osm","medical"
"Auckland High Court","-36.8496607","174.7725085","Auckland Central Auckland 1010 New Zealand","osm","government"
"The Carpark","-36.843233","174.764065","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Spotted Pig","-36.8646213","174.7608892","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Yuzu","-36.8646142","174.7606116","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"French Cafe","-36.8644845","174.7609728","Grafton Auckland 1023 New Zealand","osm","cafe"
"The Bean","-36.8623022","174.761255","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Ginas","-36.8624448","174.7611752","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Limon","-36.8407169","174.7648189","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Buffalo","-36.8405706","174.7648788","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Y-Not","-36.8408535","174.764753","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Outlaws Bar","-36.8432253","174.7624639","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Kanpai","-36.8431141","174.7625502","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Ironbar","-36.858064","174.7604466","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Mobil","-36.8473292","174.7793889","Auckland Central Auckland 1010 New Zealand","osm","car"
"Wildfire","-36.8419706","174.7644205","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Neptune Cafe and Bar","-36.8410549","174.7646901","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Euro","-36.841659","174.7644504","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Westpac","-36.844996","174.7569958","Auckland Central Auckland 1010 New Zealand","osm","money"
"Ocean View Buffet","-36.8404297","174.7649122","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Wendy's","-36.8752415","174.7510161","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Planet Cycles","-36.875337","174.7510431","Mount Eden Auckland 1024 New Zealand","osm","shop"
"Little Turkish Cafe","-36.8576425","174.7596789","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Calendar Girls","-36.8575101","174.7588349","Auckland Central Auckland 1010 New Zealand","osm","bar"
"The Station Bar","-36.8570712","174.7586223","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Ace Car Rental (The Strand)","-36.849868","174.7774212","Parnell Auckland 1052 New Zealand","osm","car"
"East Ponsonby","-36.8539985","174.7458679","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"Renkon Ponsonby","-36.8537462","174.7457594","Ponsonby Auckland 1011 New Zealand","osm","restaurant"
"World Beauty","-36.853716","174.7457454","Ponsonby Auckland 1011 New Zealand","osm","shop"
"Mea Culpa","-36.8537899","174.745781","Ponsonby Auckland 1011 New Zealand","osm","bar"
"Widdes","-36.8536431","174.7457171","Ponsonby Auckland 1011 New Zealand","osm","shop"
"Double J Photo","-36.8536786","174.7457315","Ponsonby Auckland 1011 New Zealand","osm","shop"
"Karen Walker","-36.8538859","174.7458256","Ponsonby Auckland 1011 New Zealand","osm","shop"
"T&C Drycleaners","-36.8540555","174.7458883","Ponsonby Auckland 1011 New Zealand","osm","shop"
"Devonport Chocolates","-36.8536131","174.745699","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Lulus","-36.8539469","174.7458476","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Masons","-36.8535712","174.7456809","Ponsonby Auckland 1011 New Zealand","osm","shop"
"McDonald's","-36.8437317","174.7663446","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Murder Burger","-36.8758245","174.7509541","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Valentines Mount Eden","-36.8778472","174.7508113","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Pizza Hut","-36.875629","174.7509914","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Vodafone","-36.8762318","174.750808","Mount Eden Auckland 1024 New Zealand","osm","shop"
"Subway","-36.8776837","174.7515397","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Lone Star Cafe","-36.8679513","174.7762768","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Grey Lynn Medical Centre","-36.864858","174.7377134","Grey Lynn Auckland 1021 New Zealand","osm","medical"
"Worldwise Health Vaccination Centre","-36.8717965","174.780211","Remuera Auckland 1050 New Zealand","osm","medical"
"Auckland Family Medical Centre","-36.8729088","174.7816193","Remuera Auckland 1050 New Zealand","osm","medical"
"Lumino The Dentists","-36.8744151","174.7844855","Remuera Auckland 1050 New Zealand","osm","medical"
"Birthright","-36.8733295","174.7826042","Remuera Auckland 1050 New Zealand","osm","medical"
"One Health Medical Centre","-36.8740124","174.7837123","Remuera Auckland 1050 New Zealand","osm","medical"
"Beagle Cafe","-36.8489695","174.7911887","Parnell Auckland 1052 New Zealand","osm","cafe"
"Slurp Cafe","-36.8520588","174.7698697","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Pacific Island Presbyterian Church","-36.8591885","174.755293","Auckland Central Auckland 1010 New Zealand","osm","religion"
"Twenty Four Seven","-36.8578799","174.7565894","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Modicum Cafe","-36.8616253","174.7591392","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Torpedo7","-36.85945","174.7533436","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Basque Kitchen and Bar","-36.8668749","174.7773712","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Animalia","-36.8718278","174.7775728","Newmarket Auckland 1023 New Zealand","osm","shop"
"Cafe Hum","-36.8603895","174.7665392","Grafton Auckland 1023 New Zealand","osm","cafe"
"Theatre Cafe","-36.8578534","174.7588123","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"City Med","-36.8450483","174.7651864","Auckland Central Auckland 1010 New Zealand","osm","medical"
"Relax Lounge","-36.8519358","174.768582","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Albert Park Espresso","-36.849944","174.7664577","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Brickhouse espresso bar","-36.8566875","174.7655887","Grafton Auckland 1023 New Zealand","osm","cafe"
"Taste Cafe","-36.8555329","174.7657048","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Cibo Parnell","-36.8524269","174.7826921","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Auckland City Ferry Terminal","-36.8423851","174.7666328","Auckland Central Auckland 1010 New Zealand","osm","delete"
"Westpac","-36.8577615","174.7617553","Auckland Central Auckland 1010 New Zealand","osm","money"
"Mobil","-36.8626114","174.7818515","Parnell Auckland 1052 New Zealand","osm","car"
"Quickcash","-36.8654879","174.7374704","Grey Lynn Auckland 1021 New Zealand","osm","money"
"Storage Box","-36.8698484","174.7766931","Newmarket Auckland 1023 New Zealand","osm","shop"
"Joy Dentist","-36.8853749","174.7614127","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Mobil","-36.8838815","174.7617461","Mount Eden Auckland 1024 New Zealand","osm","car"
"Mount Eden Dental Surgery","-36.8847415","174.7614308","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Epsom Library","-36.8818604","174.7753275","Epsom Auckland 1023 New Zealand","osm","education"
"McDonald's","-36.8871376","174.7466099","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Quickcash","-36.848196","174.7437872","Ponsonby Auckland 1011 New Zealand","osm","money"
"Parnell French Market","-36.8537941","174.78412","Parnell Auckland 1052 New Zealand","osm","shop"
"Frasers","-36.8814529","174.7621885","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Crave","-36.8751239","174.736757","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"Harvest Whole Foods","-36.8586845","174.7303036","Grey Lynn Auckland 1021 New Zealand","osm","grocery"
"Apex Car Rentals","-36.8499755","174.7747578","Auckland Central Auckland 1010 New Zealand","osm","car"
"Countdown","-36.8486288","174.7644501","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Omega Car Rentals","-36.8473411","174.7733622","Auckland Central Auckland 1010 New Zealand","osm","car"
"Europcar","-36.8471588","174.7691414","Auckland Central Auckland 1010 New Zealand","osm","car"
"Wendys","-36.850614","174.764741","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Number One Shoes","-36.8497382","174.7637842","Auckland Central Auckland 1010 New Zealand","osm","shop"
"asb","-36.8484445","174.7628474","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.849698","174.7627401","Auckland Central Auckland 1010 New Zealand","osm","money"
"Rupa's Cafe","-36.8521803","174.7520206","Freemans Bay Auckland 1011 New Zealand","osm","cafe"
"New World","-36.8465198","174.7658733","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Hollywood","-36.8470407","174.7642887","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Men Tatz","-36.8504945","174.7656807","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"McDonald's","-36.8500763","174.7650525","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"ASB Bank","-36.8511746","174.7646499","Auckland Central Auckland 1010 New Zealand","osm","money"
"Classic Bakehouse","-36.8499899","174.7640276","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"B1 Bar","-36.8498945","174.7640722","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Camera and Camera","-36.847745","174.765866","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Tournament City Centre Car Park","-36.8478105","174.7643388","Auckland Central Auckland 1010 New Zealand","osm","car"
"Wilson Parking - Durham Lane","-36.847965","174.7642905","Auckland Central Auckland 1010 New Zealand","osm","car"
"Zest","-36.8624669","174.7587949","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Old Government House","-36.8500457","174.7704088","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Medical Center ","-36.8505565","174.7649074","Auckland Central Auckland 1010 New Zealand","osm","medical"
"Raft","-36.8271488","174.7805594","0624 New Zealand","osm","sports"
"Sierra Cafe","-36.857394","174.7649737","Grafton Auckland 1023 New Zealand","osm","cafe"
