"name","lat","lon","address","source","cat"
"Cafe Crema","-36.8570774","174.7647376","Grafton Auckland 1023 New Zealand","osm","cafe"
"Costa Cafe","-36.8567968","174.7634396","Grafton Auckland 1023 New Zealand","osm","cafe"
"SPE Bar and Restaurant","-36.857997","174.7628714","Grafton Auckland 1023 New Zealand","osm","bar"
"Alleluya Bar & Cafe","-36.8572893","174.7602103","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Sal's Pizza","-36.8577402","174.7602984","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Honeytrap","-36.8575626","174.7600667","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Revel Cafe","-36.8580703","174.7606374","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Thirsty Dog Tavern & Café","-36.8583307","174.7551742","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Cafe Karadeniz","-36.8605942","174.7670665","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Domain Deli","-36.8607697","174.7678227","Grafton Auckland 1023 New Zealand","osm","cafe"
"Road Cafe Crema","-36.8609058","174.76837","Grafton Auckland 1023 New Zealand","osm","cafe"
"Subway","-36.8609439","174.7685272","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Grafton Pharmacy","-36.8607432","174.7676581","Grafton Auckland 1023 New Zealand","osm","medical"
"Quiche","-36.8606756","174.7674351","Grafton Auckland 1023 New Zealand","osm","cafe"
"Balmoral Veterinary Care","-36.8833889","174.748831","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Lumino The Dentists","-36.8804069","174.7497315","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Tiffin","-36.8738479","174.7369184","Kingsland Auckland 1021 New Zealand","osm","restaurant"
"ASB","-36.873843","174.744099","Mount Eden Auckland 1024 New Zealand","osm","money"
"ANZ","-36.8459186","174.766963","Auckland Central Auckland 1010 New Zealand","osm","money"
"ANZ","-36.847315","174.7658953","Auckland Central Auckland 1010 New Zealand","osm","money"
"ANZ","-36.8502807","174.7649006","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8474593","174.765877","Auckland Central Auckland 1010 New Zealand","osm","money"
"ASB","-36.8493942","174.7652936","Auckland Central Auckland 1010 New Zealand","osm","money"
"Ah Ssak Restaurant","-36.8559431","174.7624186","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"BBQ Buffet Restaurant","-36.856705","174.7620766","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Bank of New Zealand","-36.8502174","174.7649301","Auckland Central Auckland 1010 New Zealand","osm","money"
"Banzai Sushi and Sake","-36.8636524","174.7607629","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Buns Cafe","-36.8489383","174.7662697","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Burger Fuel","-36.8511065","174.7640866","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Burger King","-36.8494662","174.7652748","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Cima Cafe and Bar","-36.84881","174.7663087","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Dae Ga Restaurant","-36.8560594","174.7623686","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Esquires Cafe","-36.8504905","174.7654423","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Gloria Jeans Coffees","-36.8578145","174.7624762","Grafton Auckland 1023 New Zealand","osm","cafe"
"Gourmet Burger House","-36.8452539","174.7681643","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Hollywood","-36.8541338","174.7631539","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Il Mee Restaurant","-36.8561678","174.7623204","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Ku Bick","-36.8541814","174.7631141","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Le Garde Manger","-36.8557327","174.7625058","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Liang's Hot Pot Restaurant","-36.8616353","174.7615315","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"MLC Cafe and Bar","-36.8532462","174.7637048","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Masako Restaurant","-36.8577587","174.7619639","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Neighbours Restaurant","-36.8498168","174.7659054","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Peters Cafe","-36.8562762","174.7622734","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Pho Saigon","-36.8497278","174.7659444","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Quickcash","-36.8563436","174.762153","Auckland Central Auckland 1010 New Zealand","osm","money"
"Real Groovy","-36.8546472","174.7630885","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Romani Cafe","-36.8461198","174.7679303","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Sheinkin Restaurant and Cafe","-36.8495905","174.7658872","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Sierra Cafe","-36.8494768","174.7660802","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Sri Mahkota Restaurant","-36.8634429","174.760871","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Starbucks","-36.8492199","174.765428","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Subway","-36.851479","174.7644584","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"The Coffee Club","-36.8451342","174.7679245","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Zap Thai","-36.8454623","174.7678486","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Rub-A-Dub Self-Service Carwash","-36.8479863","174.7821996","Auckland Central Auckland 1010 New Zealand","osm","car"
"Moti Mahal","-36.8524874","174.7512979","Freemans Bay Auckland 1011 New Zealand","osm","restaurant"
"ASB Bank","-36.8616452","174.7705294","Grafton Auckland 1023 New Zealand","osm","money"
"Columbus Coffee","-36.8613918","174.7704476","Grafton Auckland 1023 New Zealand","osm","cafe"
"BurgerFuel","-36.8547529","174.7799442","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Real Groovy","-36.8546721","174.7630796","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Starbucks","-36.8518177","174.7638283","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Urban Turban","-36.840647","174.7570316","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Nosh Metro","-36.8510072","174.7444064","Ponsonby Auckland 1011 New Zealand","osm","grocery"
"The Morrow Street Carpark","-36.8703","174.7768983","Newmarket Auckland 1023 New Zealand","osm","car"
"Wintergarden Pavillion Kiosk","-36.8596797","174.7737321","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Four Seasons Restaurant","-36.8850103","174.7754966","Epsom Auckland 1023 New Zealand","osm","restaurant"
"Jack Tar","-36.8407751","174.7575015","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Live Fish","-36.8405845","174.7568123","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Marcello's Cafe","-36.8485576","174.7489541","Freemans Bay Auckland 1011 New Zealand","osm","cafe"
"Marvel Grill","-36.8409484","174.7581618","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Merchants Venice","-36.8405426","174.7566347","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Pescado","-36.8404737","174.756398","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Rushworth","-36.840888","174.7579563","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Westhaven Cafe","-36.8440724","174.7533023","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"ANZ","-36.8427081","174.7634756","Auckland Central Auckland 1010 New Zealand","osm","money"
"The Strand Vet","-36.8496199","174.7813175","Parnell Auckland 1052 New Zealand","osm","medical"
"Barbeque","-36.8163272","174.741543","Northcote Point Auckland 0627 New Zealand","osm","restaurant"
"Old Folks Ass.","-36.8597362","174.7542533","Auckland Central Auckland 1010 New Zealand","osm","activities"
"Garnet Station","-36.8591052","174.7236699","Westmere Auckland 1022 New Zealand","osm","cafe"
"BBQ","-36.8796141","174.7385417","Sandringham Auckland 1025 New Zealand","osm","restaurant"
"Wellesley St PostShop","-36.8513978","174.763104","Auckland Central Auckland 1010 New Zealand","osm","government"
"asia supermarket","-36.8589079","174.758972","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"best buy","-36.8584978","174.7588403","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Monterey Cafe","-36.8585946","174.7309009","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Gypsy Tea Room","-36.8592916","174.7314739","Grey Lynn Auckland 1021 New Zealand","osm","bar"
"Little and Friday","-36.8557419","174.7425083","Ponsonby Auckland 1011 New Zealand","osm","cafe"
"Fruit World","-36.8551412","174.7320851","Grey Lynn Auckland 1021 New Zealand","osm","grocery"
"WorldWide School of English","-36.8499464","174.7647682","Auckland Central Auckland 1010 New Zealand","osm","education"
"City Dance","-36.8500972","174.7650066","Auckland Central Auckland 1010 New Zealand","osm","education"
"Wise Cicada","-36.8684027","174.7748478","Newmarket Auckland 1023 New Zealand","osm","cafe"
"Cream Cafe","-36.8626191","174.759119","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Nash Glass","-36.8573477","174.7465593","Grey Lynn Auckland 1021 New Zealand","osm","delete"
"Pintxos Tapas Bar","-36.8570152","174.7473199","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Brew on Quay","-36.8444224","174.7707104","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Calliope Road Cafe","-36.8290892","174.7927852","Devonport Auckland 0624 New Zealand","osm","cafe"
"Bayswater Superette","-36.8152801","174.7739926","Bayswater Auckland 0622 New Zealand","osm","grocery"
"maison vauron","-36.8673131","174.7736406","Newmarket Auckland 1023 New Zealand","osm","grocery"
"The House of Rugby","-36.8530064","174.7566079","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"The House of Rugby","-36.8530577","174.7566433","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"New Zealand Blood Service","-36.8817141","174.7837886","Epsom Auckland 1023 New Zealand","osm","medical"
"Ashton Grove Ltd","-36.8647953","174.7794969","Newmarket Auckland 1023 New Zealand","osm","shop"
"Domino's","-36.84647","174.766982","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Burger King","-36.846292","174.7659879","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"factorie","-36.8462108","174.7660191","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Tasca","-36.8472101","174.767","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Melba","-36.8473062","174.766946","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"46 & York","-36.8515377","174.7782307","Parnell Auckland 1052 New Zealand","osm","bar"
"Thai Chef's Restaurant","-36.8519688","174.7784509","Parnell Auckland 1052 New Zealand","osm","restaurant"
"trenzseater","-36.8521922","174.7785893","Parnell Auckland 1052 New Zealand","osm","shop"
"The Sushi","-36.8522839","174.778641","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Chateau Kiwi","-36.8523789","174.7786885","Parnell Auckland 1052 New Zealand","osm","grocery"
"Ruben","-36.8525806","174.7788117","Parnell Auckland 1052 New Zealand","osm","cafe"
"iola","-36.8527146","174.7789144","Parnell Auckland 1052 New Zealand","osm","shop"
"Nori","-36.8529556","174.7790716","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Casetta","-36.8530327","174.779125","Parnell Auckland 1052 New Zealand","osm","cafe"
"bnz","-36.853301","174.7792475","Parnell Auckland 1052 New Zealand","osm","money"
"Subway","-36.8533573","174.7793108","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Gion","-36.8538444","174.77965","Parnell Auckland 1052 New Zealand","osm","restaurant"
"mozaik","-36.8539333","174.7796934","Parnell Auckland 1052 New Zealand","osm","cafe"
"Glengarry","-36.8539993","174.7797396","Parnell Auckland 1052 New Zealand","osm","bar"
"La Porchetta","-36.854331","174.7796548","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Mövenpick","-36.8541456","174.7795082","Parnell Auckland 1052 New Zealand","osm","cafe"
"Sale & Pepe","-36.8540974","174.7794723","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Oh Calcutta","-36.8540484","174.7794507","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Hollywood","-36.8547054","174.7798898","Parnell Auckland 1052 New Zealand","osm","cafe"
"alphabet","-36.8548101","174.7799387","Parnell Auckland 1052 New Zealand","osm","cafe"
"farside","-36.8549626","174.7800221","Parnell Auckland 1052 New Zealand","osm","bar"
"la bocca","-36.8558223","174.7804834","Parnell Auckland 1052 New Zealand","osm","restaurant"
"NSP","-36.8560623","174.7807276","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Parnell Pharmacy","-36.8567911","174.7811369","Parnell Auckland 1052 New Zealand","osm","medical"
"dunk","-36.8569237","174.781146","Parnell Auckland 1052 New Zealand","osm","cafe"
"The Coffee Club","-36.8570325","174.7812176","Parnell Auckland 1052 New Zealand","osm","cafe"
"Verve","-36.8571065","174.7813116","Parnell Auckland 1052 New Zealand","osm","cafe"
"Chocolate Boutique","-36.8572975","174.7814149","Parnell Auckland 1052 New Zealand","osm","cafe"
"äccént on wine","-36.8578773","174.7818138","Parnell Auckland 1052 New Zealand","osm","bar"
"crust","-36.8580828","174.7819712","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Cafe Lava","-36.8582136","174.7821699","Parnell Auckland 1052 New Zealand","osm","cafe"
"Wok Express","-36.8583868","174.7822027","Parnell Auckland 1052 New Zealand","osm","restaurant"
"BBQ","-36.8585371","174.7824041","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Loco Pizza","-36.8587704","174.782553","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Pandoro","-36.8591692","174.7827977","Parnell Auckland 1052 New Zealand","osm","cafe"
"Domo","-36.8517517","174.7823171","Parnell Auckland 1052 New Zealand","osm","shop"
"The Chiller;Caffe Greco","-36.8511304","174.7820705","Parnell Auckland 1052 New Zealand","osm","cafe"
"Caro's Wines","-36.8509909","174.7818726","Parnell Auckland 1052 New Zealand","osm","bar"
"LiquorLand","-36.8497172","174.7802013","Parnell Auckland 1052 New Zealand","osm","bar"
"The One Food Market","-36.8553502","174.7628718","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Galbraiths Ale House","-36.8655284","174.761292","Grafton Auckland 1023 New Zealand","osm","bar"
"Horse & Trap","-36.8684906","174.7621441","Mount Eden Auckland 1024 New Zealand","osm","bar"
"The Corner Store","-36.8657101","174.7609633","Eden Terrace Auckland 1021 New Zealand","osm","bar"
"Tyler St Garage","-36.8442225","174.7696943","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Al Volo Pizzeria","-36.8658878","174.7610787","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Sen Vietnamese Kitchen","-36.86852","174.7639224","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Gasoline Alley","-36.8676005","174.7616616","Grafton Auckland 1023 New Zealand","osm","car"
"Hometune","-36.8684351","174.760417","Mount Eden Auckland 1024 New Zealand","osm","car"
"Khyber Tandoori","-36.8642721","174.7614472","Grafton Auckland 1023 New Zealand","osm","restaurant"
"Normanby Road Vet Clinic","-36.8687144","174.7644264","Mount Eden Auckland 1024 New Zealand","osm","medical"
"Ika Seafood Restaurant","-36.8653461","174.7606018","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Satya","-36.8669673","174.7616092","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Euro Cafe","-36.8661468","174.7572651","Eden Terrace Auckland 1021 New Zealand","osm","cafe"
"Mink Cafe","-36.8530502","174.7788077","Parnell Auckland 1052 New Zealand","osm","cafe"
"Sal's","-36.853198","174.7784719","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Kaze Sushi","-36.853193","174.7788742","Parnell Auckland 1052 New Zealand","osm","restaurant"
"netpharmacy","-36.8532584","174.7789404","Parnell Auckland 1052 New Zealand","osm","medical"
"the strawberry alarmclock","-36.8534114","174.7790107","Parnell Auckland 1052 New Zealand","osm","cafe"
"Shahi","-36.8533331","174.7789792","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Jucy","-36.8499452","174.7758773","Parnell Auckland 1052 New Zealand","osm","car"
"Westpac","-36.8517133","174.7783421","Parnell Auckland 1052 New Zealand","osm","money"
"ANZ","-36.8538","174.7792145","Parnell Auckland 1052 New Zealand","osm","money"
"ASB","-36.8539795","174.7793198","Parnell Auckland 1052 New Zealand","osm","money"
"ASB","-36.8540104","174.779354","Parnell Auckland 1052 New Zealand","osm","money"
"Portofino","-36.8537631","174.7795913","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Rocco & Rouge","-36.8542761","174.7796021","Parnell Auckland 1052 New Zealand","osm","shop"
"House of Travel","-36.8542355","174.7795872","Parnell Auckland 1052 New Zealand","osm","shop"
"Bentleys","-36.8541936","174.7795497","Parnell Auckland 1052 New Zealand","osm","shop"
"U Save","-36.8546566","174.7798623","Parnell Auckland 1052 New Zealand","osm","grocery"
"Flight Centre","-36.85461","174.779836","Parnell Auckland 1052 New Zealand","osm","shop"
"The Stylish Man","-36.8545184","174.7797758","Parnell Auckland 1052 New Zealand","osm","shop"
"cruiseabout","-36.8544651","174.779744","Parnell Auckland 1052 New Zealand","osm","shop"
"teal","-36.8545615","174.7798058","Parnell Auckland 1052 New Zealand","osm","shop"
"Verdo Nails","-36.8550426","174.7800883","Parnell Auckland 1052 New Zealand","osm","shop"
"Renkon","-36.8550809","174.7801171","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Paper Plus","-36.8551161","174.7801411","Parnell Auckland 1052 New Zealand","osm","shop"
"the cupboard","-36.8589849","174.7827387","Parnell Auckland 1052 New Zealand","osm","shop"
"a la robe","-36.8589294","174.7826958","Parnell Auckland 1052 New Zealand","osm","shop"
"Hilltop Superette","-36.8588706","174.7826506","Parnell Auckland 1052 New Zealand","osm","grocery"
"Parnell Laundry","-36.8588412","174.7826219","Parnell Auckland 1052 New Zealand","osm","shop"
"London Salon","-36.8587051","174.7825222","Parnell Auckland 1052 New Zealand","osm","shop"
"Khoobsurat","-36.858619","174.7824495","Parnell Auckland 1052 New Zealand","osm","shop"
"Moonlight","-36.8584759","174.7823575","Parnell Auckland 1052 New Zealand","osm","shop"
"Nu to U","-36.8584761","174.7822787","Parnell Auckland 1052 New Zealand","osm","shop"
"Grandeur","-36.8583174","174.7821733","Parnell Auckland 1052 New Zealand","osm","shop"
"Med Kitchen","-36.8575332","174.7820743","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Moto","-36.8570745","174.7812751","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Queen Nail","-36.8567352","174.7811057","Parnell Auckland 1052 New Zealand","osm","shop"
"Antoine's","-36.8575413","174.7815818","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Thai Friends","-36.8571587","174.7813528","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Palki","-36.8564321","174.7806417","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Casa del Gelato","-36.8563863","174.7808429","Parnell Auckland 1052 New Zealand","osm","cafe"
"Visionx","-36.8560113","174.7805967","Parnell Auckland 1052 New Zealand","osm","medical"
"Di Mare","-36.8559867","174.7804447","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Raspberry Tarts","-36.8555017","174.7803499","Parnell Auckland 1052 New Zealand","osm","cafe"
"bnz","-36.8532854","174.7793389","Parnell Auckland 1052 New Zealand","osm","money"
"Parnell Kebab","-36.8532015","174.7792673","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Lim Gardens & Orchard","-36.8530915","174.7791792","Parnell Auckland 1052 New Zealand","osm","grocery"
"Wyvern Dairy","-36.8531431","174.7792317","Parnell Auckland 1052 New Zealand","osm","grocery"
"Esquires","-36.8451697","174.7733005","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Vogue Drycleaning","-36.8453561","174.7732539","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Quay Street Pharmacy","-36.8453955","174.7732486","Auckland Central Auckland 1010 New Zealand","osm","medical"
"Liquor Park","-36.845384","174.7737991","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Sierra Cafe","-36.8462535","174.7698036","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Hollywood","-36.846259","174.7696939","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Ben","-36.8463266","174.7689818","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Viz","-36.8463448","174.7687734","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Ima","-36.8463135","174.7691153","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Atticus","-36.8462972","174.7692511","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Kyoto","-36.8461402","174.7689313","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Covo","-36.8461441","174.7688434","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Sweet Leaf","-36.8606406","174.7672773","Grafton Auckland 1023 New Zealand","osm","cafe"
"The Gourmet","-36.8471584","174.7642495","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Me Coffee","-36.8471962","174.7642349","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Nextbike","-36.8432661","174.7677075","Auckland Central Auckland 1010 New Zealand","osm","delete"
"Nextbike","-36.8410371","174.7584166","Auckland Central Auckland 1010 New Zealand","osm","delete"
"The Page Corner","-36.8721551","174.7446569","Kingsland Auckland 1021 New Zealand","osm","cafe"
"Garden Restaurant","-36.8660587","174.7574328","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Newton College of Business and Technology","-36.8687725","174.7560878","Mount Eden Auckland 1024 New Zealand","osm","education"
"Bamboo Kitchen","-36.8655052","174.760765","Eden Terrace Auckland 1021 New Zealand","osm","restaurant"
"Soul Thai","-36.870857","174.7611992","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"Subway","-36.8713319","174.7619395","Mount Eden Auckland 1024 New Zealand","osm","restaurant"
"The Powerstation","-36.8662379","174.761208","Eden Terrace Auckland 1021 New Zealand","osm","activities"
"A2B Car Rentals","-36.8501226","174.7741226","Auckland Central Auckland 1010 New Zealand","osm","car"
"Budget","-36.849609","174.774265","Auckland Central Auckland 1010 New Zealand","osm","car"
"Cheers Liquor","-36.8489168","174.7742798","Auckland Central Auckland 1010 New Zealand","osm","bar"
"Corporate Men's Haircuts","-36.8468301","174.7744511","Auckland Central Auckland 1010 New Zealand","osm","shop"
"Esquires","-36.8463556","174.7733667","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Guang Zhou","-36.8485307","174.7741191","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Hire Cars","-36.8483952","174.7740265","Auckland Central Auckland 1010 New Zealand","osm","car"
"Laundrycorp","-36.8501119","174.7747759","Auckland Central Auckland 1010 New Zealand","osm","shop"
"McEwin Motor Group","-36.8499638","174.7742701","Auckland Central Auckland 1010 New Zealand","osm","car"
"RK Convenience Store","-36.8464158","174.77358","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"Roll Sushi","-36.8464773","174.7738669","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Russel's Gourmet Pizza","-36.8467952","174.7743133","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Saigonz","-36.8465484","174.7733985","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Starry Thai","-36.851141","174.7753769","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Subway","-36.8470033","174.774311","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"The Churchill Street Carpark","-36.8509631","174.774045","Auckland Central Auckland 1010 New Zealand","osm","car"
"Tita Virgie's Food Bar","-36.8484846","174.7741081","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"asian supermarket","-36.8481571","174.7739341","Auckland Central Auckland 1010 New Zealand","osm","grocery"
"bb's","-36.8466829","174.7745597","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Parnell Gourmet Pizza","-36.8621219","174.7820871","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Parnell Superette","-36.8620833","174.7821393","Parnell Auckland 1052 New Zealand","osm","grocery"
"Niche Hair Design","-36.8621418","174.7820493","Parnell Auckland 1052 New Zealand","osm","shop"
"Domain and Ayr","-36.8621679","174.7820167","Parnell Auckland 1052 New Zealand","osm","cafe"
"Penny Takeaway","-36.8622065","174.7819828","Parnell Auckland 1052 New Zealand","osm","restaurant"
"Espresso Workshop","-36.8543493","174.7791319","Parnell Auckland 1052 New Zealand","osm","cafe"
"Love Cuisine","-36.8680028","174.7749509","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Best Ugly Bagels","-36.8498482","174.758596","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Brothers Beer","-36.8501354","174.7585169","Auckland Central Auckland 1010 New Zealand","osm","bar"
"La Couronne Cake Boutique","-36.8496147","174.765735","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"USave Car & Truck Rental","-36.8488588","174.7788543","Parnell Auckland 1052 New Zealand","osm","car"
"Wok 'n Noodle","-36.846907","174.767714","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Circus Circus","-36.8823453","174.7619604","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"RAD","-36.8808673","174.7618251","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"TANK Juice","-36.8411426","174.7573132","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Ponsonby Vet","-36.8583199","174.7478361","Grey Lynn Auckland 1021 New Zealand","osm","medical"
"The Williamson Cafe","-36.8582826","174.7482259","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Hector's","-36.8466179","174.7620929","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Hector's","-36.8466179","174.7620929","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Hells Pizza","-36.8548295","174.7317334","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Mercury Theatre","-36.8582292","174.7589016","Auckland Central Auckland 1010 New Zealand","osm","activities"
"McDonald's","-36.8445016","174.7670004","Auckland Central Auckland 1010 New Zealand","osm","restaurant"
"Craven A","-36.8540893","174.7676035","Auckland Central Auckland 1010 New Zealand","osm","cafe"
"Ariki Street Store","-36.8624834","174.7450301","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Taxi Stand","-36.8723368","174.7439568","Kingsland Auckland 1021 New Zealand","osm","delete"
"Taxi Stand","-36.8739624","174.736589","Kingsland Auckland 1021 New Zealand","osm","delete"
"Mozaic Cafe","-36.8814385","174.7618791","Mount Eden Auckland 1024 New Zealand","osm","cafe"
"ANZ","-36.8689116","174.7777033","Newmarket Auckland 1023 New Zealand","osm","money"
"Campbell Free Kindergarten","-36.8478116","174.7534004","Auckland Central Auckland 1010 New Zealand","osm","education"
"Albert Street Taxi Rank","-36.8457369","174.7646353","Auckland Central Auckland 1010 New Zealand","osm","delete"
"Pita Pit","-36.8575507","174.7485083","Grey Lynn Auckland 1021 New Zealand","osm","restaurant"
"Blend","-36.8570296","174.7469281","Grey Lynn Auckland 1021 New Zealand","osm","cafe"
"Indoi","-36.8666963","174.7774728","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Tombo","-36.8666164","174.777141","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Archie's","-36.8669055","174.7775278","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Flying Burrito Brothers","-36.8669978","174.7775438","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Safran","-36.8670632","174.777564","Newmarket Auckland 1023 New Zealand","osm","restaurant"
"Tatsumi","-36.8671241","174.7775702","Newmarket Auckland 1023 New Zealand","osm","restaurant"
